"Text","Date","Time","Draft","Facebook","Twitter/X","LinkedIn","GBP","Instagram","Pinterest","TikTok","Youtube","Threads","Bluesky","Picture Url 1","Picture Url 2","Picture Url 3","Picture Url 4","Picture Url 5","Picture Url 6","Picture Url 7","Picture Url 8","Picture Url 9","Picture Url 10","Alt text picture 1","Alt text picture 2","Alt text picture 3","Alt text picture 4","Alt text picture 5","Alt text picture 6","Alt text picture 7","Alt text picture 8","Alt text picture 9","Alt text picture 10","Document title","Shortener","Video Thumbnail Url","Video Cover Frame","Twitter/X Can reply","Twitter/X Type","Twitter/X Poll Duration minutes","Twitter/X Poll Option 1","Twitter/X Poll Option 2","Twitter/X Poll Option 3","Twitter/X Poll Option 4","Pinterest Board","Pinterest Pin Title","Pinterest Pin Link","Pinterest Pin New Format","Instagram Post Type","Instagram Show Reel On Feed","Instagram Trial Reel Share Automatically","Youtube Video Title","Youtube Video Type","Youtube Video Privacy","Youtube video for kids","Youtube AI generated content","Youtube Video Category","Youtube Video Tags","Youtube playlist","GBP Post Type","Facebook Post Type","Facebook Title","First Comment Text","TikTok Title","TikTok disable comments","TikTok disable duet","TikTok disable stitch","TikTok Post Privacy","TikTok Branded Content","TikTok Your Brand","TikTok Auto Add Music","TikTok Photo Cover Index","TikTok musicId","TikTok music title","TikTok music author","TikTok music previewUrl","TikTok music thumbnailUrl","TikTok music soundVolume","TikTok music originalVolume","TikTok music startMillis","TikTok music endMillis","TikTok Ai generated content","LinkedIn Type","LinkedIn Poll Question","LinkedIn Poll Option 1","LinkedIn Poll Option 2","LinkedIn Poll Option 3","LinkedIn Poll Option 4","LinkedIn Poll Duration","LinkedIn Show link preview","LinkedIn Images as Carousel","Threads Reply Control","Threads Is Spoiler","Threads Post Type","Brand name (Optional)"
"Guárdate esto para la próxima vez que la ansiedad te sobrepase 👇

La técnica TIPP no es ""pensar en positivo"": actúa directo sobre tu cuerpo para desactivar la alarma en segundos. La uso con mis pacientes y funciona porque no depende de tu fuerza de voluntad, sino de tu fisiología.

Temperatura fría, movimiento intenso y respiración lenta. Simple, pero poderoso.

¿Cuál vas a probar primero? Te leo en comentarios.
.
.
#ansiedad #saludmental #regulacionemocional #DBT #psicologia #bienestaremocional #ataquesdepanico","2026-08-08","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel1/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel1/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel1/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel1/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel1/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel1/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"¿Alguna vez dijiste algo en caliente y a los 5 minutos ya te estabas arrepintiendo? No es que seas impulsivo: es que decidiste desde la mente equivocada.

En DBT hablamos de 3 mentes: la emocional, la racional y la sabia. La magia pasa cuando aprendes a reconocer desde cuál estás operando y a volver a la mente sabia antes de actuar.

Guárdalo y la próxima vez que sientas que ""explotas"", vuelve acá.

¿Desde qué mente sueles decidir tú?
.
.
#DBT #regulacionemocional #mentesabia #saludmental #psicologia #inteligenciaemocional #relaciones","2026-08-11","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel2/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel2/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel2/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel2/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel2/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel2/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"El mensaje que mandas en caliente casi nunca es el que hubieras querido mandar.

La habilidad STOP de DBT te da esos segundos que separan el impulso de la decisión: Detente, Toma distancia, Observa y Procede con conciencia.

No se trata de tragarte lo que sientes, sino de elegir cómo responder en vez de reaccionar en automático.

Mándaselo a esa persona que sabes que lo necesita hoy 😉
.
.
#DBT #regulacionemocional #relaciones #saludmental #psicologia #inteligenciaemocional #autocontrol","2026-08-13","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel4/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel4/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel4/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel4/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel4/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel4/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reprimir emociones no siempre se ve como ""guardarse el llanto"". A veces se ve como un ""estoy bien"" automático, como explotar por algo pequeño, o como un cuerpo que no descansa.

Lo que no expresas no desaparece: se acumula y, tarde o temprano, sale. La buena noticia es que nombrar lo que sientes —sin juzgarlo— ya empieza a bajar su intensidad.

¿Te identificaste con alguna? Cuéntame en comentarios.
.
.
#saludmental #emociones #regulacionemocional #psicologia #bienestaremocional #DBT #autocuidado","2026-08-15","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel5/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel5/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel5/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel5/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel5/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel5/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"""Aceptar"" es una de las palabras más malentendidas en salud mental.

Aceptación radical NO es aprobar lo que pasó, ni resignarte, ni que te tenga que gustar. Es dejar de pelear con una realidad que ya existe, porque esa pelea es la que te deja sin energía para lo que sí puedes cambiar.

El dolor es inevitable. El sufrimiento extra, muchas veces, viene de negar lo que ya es.

Guárdalo para releerlo el día que lo necesites. 💛
.
.
#aceptacionradical #DBT #saludmental #psicologia #bienestaremocional #mindfulness #terapia","2026-08-18","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel3/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel3/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel3/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel3/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel3/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel3/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Si alguien que quieres sufre de ansiedad, ""cálmate"" es lo peor que le puedes decir (aunque sea con buena intención).

Lo que de verdad ayuda: validar lo que siente, no correr a arreglarlo, y ofrecer presencia. A veces quedarte en silencio, a su lado, hace más que mil consejos.

Guárdalo para cuando alguien te necesite. Y etiqueta a quien debería leer esto.
.
.
#ansiedad #saludmental #comoayudar #psicologia #acompañamiento #bienestaremocional #DBT","2026-08-20","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel6/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel6/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel6/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel6/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel6/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel6/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"¿Y si la respuesta que buscas ya estuviera dentro de ti? 👇

En DBT llamamos ""mente sabia"" al punto donde tu razón y tu emoción se encuentran. No es solo pensar en frío ni solo dejarte llevar: es saber qué es lo correcto para ti, no solo lo lógico.

La buena noticia: no es un don, es una habilidad. Y se accede con una pausa y una pregunta.

¿Desde qué mente sueles decidir? Te leo 👇
.
.
#mentesabia #DBT #regulacionemocional #saludmental #psicologia #mindfulness","2026-08-22","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel7/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel7/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel7/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel7/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel7/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel7/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Si crees que mindfulness es ""dejar la mente en blanco"", esto te va a aliviar 👇

No necesitas un cojín ni 30 minutos. Mindfulness es volver al presente una y otra vez, sin juzgarte por distraerte. Puedes practicarlo lavándote las manos o comiendo con atención.

Distraerte no es fallar: notar que te fuiste y volver ES la práctica.

Guárdalo para empezar hoy 🔖
.
.
#mindfulness #atencionplena #saludmental #DBT #bienestaremocional #psicologia","2026-08-25","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel8/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel8/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel8/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel8/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel8/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel8/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"La atención plena tiene una fórmula, y casi nadie te la explica 👇

Las habilidades ""Qué"" (observar, describir, participar) y ""Cómo"" (sin juzgar, con foco, de forma efectiva) son la base del mindfulness en DBT. Simples de entender, poderosas de practicar.

Atención plena no es un don: es un músculo que se entrena.

Guárdalo y sígueme para más 👇
.
.
#DBT #mindfulness #atencionplena #saludmental #psicologia #regulacionemocional","2026-08-27","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel9/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel9/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel9/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel9/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel9/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel9/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"""Estoy mal"" no ayuda. Esto sí 👇

Nombrar una emoción con precisión reduce su intensidad: le pasa el control de la parte reactiva del cerebro a la pensante. ¿Es miedo, rabia, tristeza, vergüenza? ¿Dónde lo sientes en el cuerpo?

La frase que cambia todo: ""Estoy sintiendo ___ y tiene sentido.""

¿Qué emoción te cuesta más nombrar? 👇
.
.
#emociones #regulacionemocional #saludmental #psicologia #bienestaremocional #DBT","2026-08-29","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel10/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel10/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel10/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel10/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel10/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel10/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
